,Top10,appid
20291,"['appid', 'action', 'adventure', 'strategy', 'simulation', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny']",759980
20292,"['appid', 'action', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",760000
20293,"['appid', 'action', 'simulation', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",760010
20294,"['appid', 'strategy', 'rpg', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",760030
20295,"['appid', 'action', 'racing', 'shooter', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",760050
20296,"['appid', 'strategy', 'rpg', 'post_apocalyptic', 'adventure', 'tactical', 'singleplayer', 'atmospheric', 'multiplayer', 'great_soundtrack']",760060
20297,"['appid', 'rpg', 'survival', 'adventure', 'zombies', 'singleplayer', '2d', 'heist', 'great_soundtrack', 'funny']",760080
20298,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",760220
20299,"['appid', 'rpg', 'mature', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",760300
20300,"['appid', 'action', 'adventure', 'rpg', 'pixel_graphics', 'singleplayer', '2d', 'heist', 'great_soundtrack', 'funny']",760320
20301,"['appid', 'action', 'rpg', '2d', 'great_soundtrack', 'dinosaurs', 'horror', 'heist', 'funny', 'free_to_play']",760330
20302,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",760350
20303,"['appid', 'simulation', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",760360
20304,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",760390
20305,"['appid', 'racing', 'mature', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",760400
20306,"['appid', 'action', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",760440
20307,"['appid', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",760450
20308,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",760460
20309,"['appid', 'adventure', 'free_to_play', 'rpg', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'first_person']",760490
20310,"['appid', 'adventure', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",760510
20311,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",760520
20312,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",760530
20313,"['appid', 'adventure', 'rpg', 'horror', 'psychological_horror', 'multiple_endings', 'exploration', 'choices_matter', 'survival', 'action']",760550
20314,"['appid', 'simulation', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",760560
20315,"['appid', 'action', 'adventure', '2d', 'shooter', 'singleplayer', 'first_person', 'exploration', 'fps', 'fantasy']",760580
20316,"['appid', 'adventure', 'simulation', 'rpg', 'sandbox', 'crafting', 'fantasy', 'survival', 'singleplayer', 'exploration']",760620
20317,"['appid', 'action', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",760660
20318,"['appid', 'racing', 'action', 'simulation', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",760680
20319,"['appid', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",760700
20320,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",760710
20321,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",760740
20322,"['appid', 'simulation', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",760750
20323,"['appid', 'adventure', 'open_world', 'sandbox', 'building', 'survival', 'singleplayer', 'exploration', 'crafting', 'atmospheric']",760800
20324,"['appid', 'action', 'adventure', 'rpg', 'choices_matter', 'fantasy', 'singleplayer', 'strategy', 'atmospheric', '2d']",760860
20325,"['appid', 'simulation', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",760870
20326,"['appid', 'simulation', 'action', 'adventure', 'sandbox', 'open_world', 'funny', 'singleplayer', 'comedy', 'physics']",760880
20327,"['appid', 'rpg', 'story_rich', 'psychological_horror', 'dark_fantasy', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",760890
20328,"['appid', 'action', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",760900
20329,"['appid', 'simulation', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",760920
20330,"['appid', 'simulation', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",760930
20331,"['appid', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",760960
20332,"['appid', 'rpg', 'mature', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",760970
20333,"['appid', 'adventure', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",760990
20334,"['appid', 'action', 'adventure', 'rpg', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",761000
20335,"['appid', 'rpg', 'adventure', 'strategy', 'singleplayer', 'fantasy', 'exploration', 'story_rich', 'great_soundtrack', 'atmospheric']",761030
20336,"['appid', 'strategy', 'rpg', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",761040
20337,"['appid', 'free_to_play', 'horror', 'psychological_horror', 'mature', 'heist', 'great_soundtrack', 'funny', 'first_person', 'fantasy']",761070
20338,"['appid', 'action', '2d', 'atmospheric', 'singleplayer', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny']",761100
20339,"['appid', 'action', 'atmospheric', 'singleplayer', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",761110
20340,"['appid', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",761130
20341,"['appid', 'great_soundtrack', 'pixel_graphics', 'co_op', 'dinosaurs', 'horror', 'heist', 'funny', 'free_to_play', 'first_person']",761150
20342,"['appid', 'strategy', 'rpg', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",761170
20343,"['appid', 'strategy', 'simulation', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",761190
20344,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",761220
20345,"['appid', 'free_to_play', 'adventure', 'rpg', 'action', 'story_rich', 'funny', 'horror', 'heist', 'great_soundtrack']",761280
20346,"['appid', 'adventure', 'atmospheric', 'singleplayer', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",761290
20347,"['appid', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",761300
20348,"['appid', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",761310
20349,"['appid', 'action', 'adventure', 'pixel_graphics', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",761320
20350,"['appid', 'action', 'simulation', 'adventure', 'strategy', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny']",761330
20351,"['appid', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",761410
20352,"['appid', 'action', 'fps', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",761420
20353,"['appid', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",761430
20354,"['appid', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",761440
20355,"['appid', 'adventure', 'third_person', 'story_rich', 'singleplayer', 'great_soundtrack', '2d', 'pixel_graphics', 'atmospheric', 'choices_matter']",761460
20356,"['appid', 'adventure', '2d', 'pixel_graphics', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",761480
20357,"['appid', 'action', 'adventure', '2d', 'pixel_graphics', 'fantasy', 'driving', 'horror', 'heist', 'great_soundtrack']",761570
20358,"['appid', 'action', 'singleplayer', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",761600
20359,"['appid', 'strategy', 'adventure', 'simulation', 'singleplayer', 'choices_matter', 'atmospheric', 'story_rich', 'multiple_endings', 'great_soundtrack']",761620
20360,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",761630
20361,"['appid', 'adventure', 'action', '2d', 'singleplayer', 'horror', 'atmospheric', 'driving', 'heist', 'great_soundtrack']",761640
20362,"['appid', 'action', 'simulation', '2d', 'singleplayer', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny']",761660
20363,"['appid', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",761670
20364,"['appid', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",761700
20365,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",761720
20366,"['appid', 'simulation', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",761760
20367,"['appid', 'crime', 'adventure', 'simulation', '2d', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny']",761790
20368,"['appid', 'action', 'first_person', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",761880
20369,"['appid', 'rpg', 'crafting', 'sandbox', 'open_world', 'pvp', 'free_to_play', 'multiplayer', 'survival', 'fantasy']",761890
20370,"['appid', 'action', 'strategy', 'multiplayer', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",761910
20371,"['appid', 'action', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",761930
20372,"['appid', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",761990
20373,"['appid', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",762030
20374,"['appid', 'action', 'fps', 'shooter', 'multiplayer', 'survival', 'singleplayer', 'co_op', 'pvp', 'first_person']",762080
20375,"['appid', 'strategy', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",762110
20376,"['appid', 'action', 'adventure', 'strategy', 'simulation', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny']",762120
20377,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",762130
20378,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",762150
20379,"['appid', 'funny', 'great_soundtrack', 'physics', 'multiplayer', 'action', 'co_op', 'driving', 'horror', 'heist']",762190
20380,"['appid', 'rpg', 'mature', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",762240
20381,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",762250
20382,"['appid', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",762270
20383,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",762360
20384,"['appid', 'adventure', 'action', 'rpg', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",762380
20385,"['appid', 'simulation', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",762480
20386,"['appid', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",762490
20387,"['appid', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",762500
20388,"['appid', 'adventure', 'horror', 'atmospheric', 'story_rich', 'singleplayer', '2d', 'great_soundtrack', 'fantasy', 'first_person']",762520
20389,"['appid', 'free_to_play', 'strategy', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'first_person', 'fantasy']",762560
20390,"['appid', 'racing', 'action', 'driving', 'zombies', 'atmospheric', 'building', 'moba', 'horror', 'heist']",762590
20391,"['appid', 'action', 'pixel_graphics', 'great_soundtrack', 'dinosaurs', 'horror', 'heist', 'funny', 'free_to_play', 'first_person']",762610
20392,"['appid', 'rpg', 'adventure', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",762630
20393,"['appid', 'strategy', 'simulation', 'singleplayer', 'crime', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",762650
20394,"['appid', 'action', 'multiplayer', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",762670
20395,"['appid', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",762680
20396,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",762850
20397,"['appid', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",762860
20398,"['appid', 'racing', 'action', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",762900
20399,"['appid', 'adventure', 'funny', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'free_to_play', 'first_person']",762930
20400,"['appid', 'strategy', 'simulation', 'multiplayer', 'dark_fantasy', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",762950
20401,"['appid', 'action', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",762980
20402,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",763000
20403,"['appid', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",763010
20404,"['appid', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",763050
20405,"['appid', 'adventure', 'action', 'zombies', 'driving', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny']",763070
20406,"['appid', 'action', 'strategy', 'singleplayer', '2d', 'competitive', 'atmospheric', 'fps', 'fantasy', 'first_person']",763090
20407,"['appid', 'adventure', 'rpg', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",763200
20408,"['appid', 'rpg', 'adventure', 'building', 'comedy', 'story_rich', 'sandbox', 'choices_matter', 'class_based', 'heist']",763210
20409,"['appid', 'free_to_play', 'co_op', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'first_person']",763230
20410,"['appid', 'adventure', 'strategy', 'first_person', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",763250
20411,"['appid', 'strategy', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",763270
20412,"['appid', 'adventure', 'singleplayer', 'atmospheric', 'first_person', 'story_rich', 'dinosaurs', 'horror', 'heist', 'great_soundtrack']",763290
20413,"['appid', 'action', 'racing', 'simulation', 'adventure', 'strategy', 'singleplayer', 'sandbox', 'shooter', 'driving']",763300
20414,"['appid', 'simulation', 'rpg', 'action', 'building', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",763320
20415,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",763340
20416,"['appid', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",763350
20417,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",763360
20418,"['appid', 'rpg', 'mature', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",763380
20419,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",763400
20420,"['appid', 'free_to_play', 'multiplayer', 'action', 'survival', 'funny', 'psychological_horror', 'pixel_graphics', 'dinosaurs', 'heist']",763410
20421,"['appid', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",763430
20422,"['appid', 'action', 'simulation', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",763490
20423,"['appid', 'action', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",763520
20424,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",763540
20425,"['appid', 'free_to_play', 'strategy', 'adventure', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'first_person']",763610
20426,"['appid', 'action', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",763630
20427,"['appid', 'free_to_play', 'adventure', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny']",763650
20428,"['appid', 'simulation', 'action', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",763680
20429,"['appid', 'adventure', 'simulation', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",763700
20430,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",763720
20431,"['appid', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",763730
20432,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",763740
20433,"['appid', 'adventure', 'strategy', 'action', 'rpg', '2d', 'horror', 'heist', 'great_soundtrack', 'dinosaurs']",763750
20434,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",763760
20435,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",763770
20436,"['appid', 'simulation', 'building', 'physics', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",763790
20437,"['appid', 'action', 'simulation', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",763810
20438,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",763860
20439,"['appid', 'adventure', 'rpg', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",763870
20440,"['appid', 'adventure', 'simulation', 'mature', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",763910
20441,"['appid', 'adventure', 'rpg', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",763930
20442,"['appid', 'adventure', 'rpg', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",763950
20443,"['appid', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",763970
20444,"['appid', 'adventure', 'singleplayer', 'crime', 'action', 'atmospheric', 'horror', 'heist', 'great_soundtrack', 'funny']",764010
20445,"['appid', 'free_to_play', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'first_person', 'fantasy']",764030
20446,"['appid', 'action', 'strategy', 'simulation', 'fantasy', 'pvp', 'dark_fantasy', 'heist', 'great_soundtrack', 'funny']",764050
20447,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",764080
20448,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",764090
20449,"['appid', 'simulation', 'funny', 'comedy', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'free_to_play', 'first_person']",764110
20450,"['appid', 'rpg', 'mature', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",764180
20451,"['appid', 'simulation', 'singleplayer', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",764230
20452,"['appid', 'adventure', 'simulation', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",764240
20453,"['appid', 'action', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",764280
20454,"['appid', 'adventure', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",764300
20455,"['appid', 'rpg', 'strategy', '2d', 'pixel_graphics', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",764370
20456,"['appid', 'strategy', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",764390
20457,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",764410
20458,"['appid', 'adventure', 'rpg', 'story_rich', 'comedy', 'fantasy', 'funny', 'exploration', 'singleplayer', 'great_soundtrack']",764430
20459,"['appid', 'action', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",764470
20460,"['appid', 'action', 'simulation', '2d', 'atmospheric', 'singleplayer', 'first_person', 'exploration', 'fps', 'fantasy']",764490
20461,"['appid', 'action', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",764500
20462,"['appid', 'strategy', 'simulation', 'singleplayer', 'crime', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",764510
20463,"['appid', 'strategy', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",764550
20464,"['appid', '2d', 'physics', 'singleplayer', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",764560
20465,"['appid', 'simulation', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",764570
20466,"['appid', 'adventure', 'strategy', 'simulation', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",764580
20467,"['appid', 'action', 'adventure', 'pixel_graphics', 'fps', 'singleplayer', 'dinosaurs', 'horror', 'heist', 'great_soundtrack']",764590
20468,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",764630
20469,"['appid', 'rpg', 'action', 'atmospheric', 'choices_matter', 'open_world', 'military', 'war', 'tactical', 'crime']",764670
20470,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",764720
20471,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",764780
20472,"['appid', 'action', 'pixel_graphics', 'great_soundtrack', '2d', 'singleplayer', 'funny', 'dinosaurs', 'horror', 'heist']",764790
20473,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",764830
20474,"['appid', 'action', '2d', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",764870
20475,"['appid', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",764880
20476,"['appid', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",764890
20477,"['appid', 'zombies', 'survival', 'adventure', 'simulation', 'action', 'rpg', 'open_world', 'sandbox', 'horror']",764920
20478,"['appid', 'action', 'strategy', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",764970
20479,"['appid', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",764990
20480,"['appid', 'free_to_play', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'first_person']",765010
20481,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",765020
20482,"['appid', 'action', 'adventure', 'rpg', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",765030
20483,"['appid', 'strategy', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",765040
20484,"['appid', 'action', '2d', 'great_soundtrack', 'singleplayer', 'pixel_graphics', 'dinosaurs', 'horror', 'heist', 'funny']",765060
20485,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",765100
20486,"['appid', 'action', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",765140
20487,"['appid', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",765160
20488,"['appid', 'action', 'multiplayer', 'funny', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'free_to_play', 'first_person']",765170
20489,"['appid', 'action', 'adventure', 'horror', 'psychological_horror', 'story_rich', 'first_person', 'dinosaurs', 'heist', 'great_soundtrack']",765180
