,Top10,appid
5990,"['appid', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",367350
5991,"['appid', 'action', 'pixel_graphics', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",367430
5992,"['appid', 'building', 'simulation', 'physics', 'singleplayer', 'sandbox', 'strategy', 'funny', 'great_soundtrack', 'crime']",367450
5993,"['appid', 'rpg', 'open_world', 'action', 'fantasy', 'adventure', 'singleplayer', 'third_person', 'dark_fantasy', 'exploration']",367500
5994,"['appid', 'great_soundtrack', '2d', 'atmospheric', 'exploration', 'adventure', 'singleplayer', 'action', 'story_rich', 'dark_fantasy']",367520
5995,"['appid', 'strategy', 'action', 'singleplayer', 'tactical', 'simulation', 'fantasy', 'driving', 'exploration', 'fps']",367550
5996,"['appid', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",367570
5997,"['appid', 'singleplayer', '2d', 'great_soundtrack', 'atmospheric', 'dinosaurs', 'horror', 'heist', 'funny', 'free_to_play']",367580
5998,"['appid', 'strategy', 'action', 'post_apocalyptic', 'tactical', 'rpg', 'free_to_play', 'funny', 'dark_fantasy', 'great_soundtrack']",367600
5999,"['appid', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",367660
6000,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",367670
6001,"['appid', 'racing', 'simulation', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",367700
6002,"['appid', 'strategy', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",367710
6003,"['appid', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",367780
6004,"['appid', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",367800
6005,"['appid', 'rpg', 'mature', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",367820
6006,"['appid', 'simulation', 'action', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",367990
6007,"['appid', 'action', 'e_sports', 'comedy', 'multiplayer', 'trading', 'dark_fantasy', 'heist', 'great_soundtrack', 'funny']",368000
6008,"['appid', 'action', 'strategy', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",368050
6009,"['appid', 'action', 'open_world', 'fps', 'multiplayer', 'shooter', 'singleplayer', 'first_person', 'military', 'co_op']",368070
6010,"['appid', 'action', 'rpg', '2d', 'adventure', 'fantasy', 'singleplayer', 'horror', 'heist', 'great_soundtrack']",368080
6011,"['appid', 'adventure', '2d', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",368140
6012,"['appid', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",368150
6013,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",368160
6014,"['appid', 'racing', 'action', 'simulation', 'physics', 'dark_fantasy', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",368180
6015,"['appid', 'strategy', 'simulation', 'tactical', 'multiplayer', 'singleplayer', 'fps', 'dinosaurs', 'driving', 'exploration']",368220
6016,"['appid', 'strategy', 'pixel_graphics', 'survival', '2d', 'singleplayer', 'great_soundtrack', 'simulation', 'atmospheric', 'action']",368230
6017,"['appid', 'rpg', 'adventure', 'story_rich', 'fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",368250
6018,"['appid', 'free_to_play', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'first_person', 'fantasy']",368290
6019,"['appid', 'simulation', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",368310
6020,"['appid', 'pixel_graphics', 'rpg', '2d', 'great_soundtrack', 'singleplayer', 'adventure', 'action', 'story_rich', 'fantasy']",368340
6021,"['appid', 'survival', 'post_apocalyptic', 'singleplayer', 'strategy', 'simulation', 'funny', 'adventure', 'comedy', 'choices_matter']",368360
6022,"['appid', 'story_rich', 'singleplayer', 'adventure', 'simulation', 'crime', 'horror', 'psychological_horror', 'dinosaurs', 'heist']",368370
6023,"['appid', 'adventure', 'pixel_graphics', 'funny', 'horror', 'comedy', '2d', 'singleplayer', 'driving', 'heist']",368390
6024,"['appid', 'horror', 'adventure', 'third_person', 'atmospheric', 'story_rich', 'psychological_horror', '2d', 'heist', 'great_soundtrack']",368430
6025,"['appid', 'adventure', 'first_person', 'atmospheric', 'exploration', 'singleplayer', 'dinosaurs', 'horror', 'heist', 'great_soundtrack']",368450
6026,"['appid', 'open_world', 'building', 'sandbox', 'crafting', 'exploration', 'atmospheric', 'adventure', 'horror', 'heist']",368470
6027,"['appid', 'open_world', 'action', 'adventure', 'third_person', 'singleplayer', 'story_rich', 'atmospheric', 'great_soundtrack', 'multiplayer']",368500
6028,"['appid', 'great_soundtrack', 'pixel_graphics', 'mature', 'horror', 'heist', 'funny', 'free_to_play', 'first_person', 'fantasy']",368570
6029,"['appid', '2d', 'atmospheric', 'singleplayer', 'adventure', 'horror', 'action', 'driving', 'heist', 'great_soundtrack']",368590
6030,"['appid', 'simulation', 'action', 'fps', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",368600
6031,"['appid', 'rpg', 'pixel_graphics', 'singleplayer', '2d', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",368610
6032,"['appid', 'adventure', 'rpg', 'action', 'pixel_graphics', '2d', 'exploration', 'singleplayer', 'heist', 'great_soundtrack']",368620
6033,"['appid', 'adventure', 'strategy', '2d', 'horror', 'atmospheric', 'dinosaurs', 'heist', 'great_soundtrack', 'funny']",368640
6034,"['appid', 'adventure', 'atmospheric', 'horror', 'singleplayer', 'psychological_horror', 'dinosaurs', 'heist', 'great_soundtrack', 'funny']",368650
6035,"['appid', 'story_rich', 'horror', 'dark_fantasy', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",368670
6036,"['appid', 'action', 'pixel_graphics', '2d', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",368680
6037,"['appid', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",368690
6038,"['appid', 'action', 'pixel_graphics', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",368700
6039,"['appid', 'strategy', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",368710
6040,"['appid', 'action', 'simulation', 'adventure', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",368720
6041,"['appid', 'action', 'adventure', 'comedy', 'funny', '2d', 'multiplayer', 'great_soundtrack', 'singleplayer', 'driving']",368730
6042,"['appid', 'racing', 'action', 'multiplayer', 'funny', 'driving', 'co_op', 'competitive', 'horror', 'heist']",368740
6043,"['appid', 'adventure', 'rpg', 'third_person', 'singleplayer', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",368760
6044,"['appid', 'strategy', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",368770
6045,"['appid', 'strategy', 'singleplayer', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",368780
6046,"['appid', 'action', 'funny', '2d', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'free_to_play']",368800
6047,"['appid', 'adventure', 'action', 'pixel_graphics', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",368830
6048,"['appid', 'action', 'sandbox', 'open_world', 'first_person', 'singleplayer', 'shooter', 'funny', 'fps', 'free_to_play']",368860
6049,"['appid', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",368880
6050,"['appid', 'adventure', 'singleplayer', 'third_person', 'story_rich', 'comedy', 'great_soundtrack', 'funny', 'driving', 'exploration']",368890
6051,"['appid', 'free_to_play', 'great_soundtrack', 'singleplayer', 'shooter', '2d', 'action', 'dinosaurs', 'horror', 'heist']",368950
6052,"['appid', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",368970
6053,"['appid', 'free_to_play', 'strategy', 'action', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'first_person']",368980
6054,"['appid', 'horror', 'action', 'first_person', 'adventure', 'atmospheric', 'singleplayer', 'dinosaurs', 'heist', 'great_soundtrack']",368990
6055,"['appid', 'action', 'adventure', 'strategy', 'fps', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny']",369000
6056,"['appid', 'free_to_play', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'first_person']",369030
6057,"['appid', 'action', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",369060
6058,"['appid', 'action', 'pixel_graphics', '2d', 'great_soundtrack', 'singleplayer', 'dark_fantasy', 'horror', 'driving', 'heist']",369070
6059,"['appid', 'survival', 'simulation', 'open_world', 'multiplayer', 'adventure', 'crafting', 'building', 'action', 'sandbox']",369080
6060,"['appid', 'action', 'simulation', 'adventure', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",369100
6061,"['appid', 'action', 'rpg', 'heist', '2d', 'crime', 'great_soundtrack', 'horror', 'funny', 'free_to_play']",369110
6062,"['appid', 'adventure', '2d', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",369120
6063,"['appid', 'action', 'rpg', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",369180
6064,"['appid', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",369190
6065,"['appid', 'action', 'story_rich', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",369230
6066,"['appid', 'action', 'simulation', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",369270
6067,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",369280
6068,"['appid', 'adventure', 'simulation', 'strategy', 'singleplayer', 'dark_fantasy', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",369290
6069,"['appid', 'strategy', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",369310
6070,"['appid', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",369360
6071,"['appid', 'strategy', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",369370
6072,"['appid', 'strategy', 'simulation', 'co_op', 'tactical', 'multiplayer', 'singleplayer', 'fps', 'driving', 'exploration']",369390
6073,"['appid', 'free_to_play', 'story_rich', 'great_soundtrack', 'strategy', 'singleplayer', 'action', 'survival', 'shooter', 'atmospheric']",369400
6074,"['appid', 'adventure', 'horror', 'singleplayer', 'story_rich', 'atmospheric', '2d', 'great_soundtrack', 'fantasy', 'first_person']",369420
6075,"['appid', 'rpg', 'action', 'adventure', 'third_person_shooter', 'third_person', 'atmospheric', 'singleplayer', 'great_soundtrack', 'exploration']",369440
6076,"['appid', 'simulation', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",369460
6077,"['appid', 'strategy', 'open_world', 'sandbox', 'simulation', 'action', 'adventure', 'trading', 'moddable', 'rpg']",369530
6078,"['appid', 'action', 'shooter', 'rpg', '2d', 'crafting', 'singleplayer', 'building', 'dinosaurs', 'heist']",369550
6079,"['appid', 'action', 'adventure', '2d', 'exploration', 'singleplayer', 'dinosaurs', 'horror', 'heist', 'great_soundtrack']",369560
6080,"['appid', 'racing', 'mature', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",369570
6081,"['appid', 'funny', 'singleplayer', 'comedy', 'horror', 'open_world', 'action', 'multiplayer', 'mature', 'adventure']",369580
6082,"['appid', 'adventure', 'first_person', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",369640
6083,"['appid', 'rpg', 'action', 'adventure', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",369700
6084,"['appid', 'adventure', 'comedy', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",369830
6085,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",369840
6086,"['appid', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",369860
6087,"['appid', 'action', 'rpg', 'adventure', 'pixel_graphics', 'zombies', 'building', 'exploration', 'horror', 'heist']",369890
6088,"['appid', 'strategy', 'multiplayer', 'singleplayer', '2d', 'atmospheric', 'fantasy', 'competitive', 'great_soundtrack', 'comedy']",369990
6089,"['appid', 'rpg', 'strategy', 'action', 'tactical', 'singleplayer', 'atmospheric', 'great_soundtrack', 'funny', 'free_to_play']",370020
6090,"['appid', 'rpg', 'strategy', 'story_rich', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",370040
6091,"['appid', 'strategy', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",370050
6092,"['appid', 'simulation', 'strategy', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",370060
6093,"['appid', 'strategy', 'adventure', 'free_to_play', '2d', 'building', 'pixel_graphics', 'driving', 'horror', 'heist']",370070
6094,"['appid', 'strategy', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",370080
6095,"['appid', 'simulation', 'multiplayer', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",370090
6096,"['appid', 'adventure', 'strategy', 'rpg', 'tactical', '2d', 'singleplayer', 'simulation', 'fantasy', 'exploration']",370120
6097,"['appid', 'action', 'adventure', 'pixel_graphics', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",370130
6098,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",370140
6099,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",370150
6100,"['appid', 'strategy', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",370160
6101,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",370170
6102,"['appid', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",370190
6103,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",370200
6104,"['appid', 'action', 'adventure', 'simulation', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",370210
6105,"['appid', 'action', 'adventure', '2d', 'atmospheric', 'open_world', 'great_soundtrack', 'driving', 'horror', 'heist']",370220
6106,"['appid', 'multiplayer', 'simulation', 'singleplayer', 'co_op', 'great_soundtrack', 'atmospheric', 'action', 'free_to_play', 'online_co_op']",370240
6107,"['appid', 'action', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",370270
6108,"['appid', 'adventure', 'horror', 'psychological_horror', 'dinosaurs', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",370280
6109,"['appid', 'rpg', 'adventure', 'pixel_graphics', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",370300
6110,"['appid', 'action', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",370310
6111,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",370330
6112,"['appid', 'simulation', 'singleplayer', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",370350
6113,"['appid', 'simulation', 'singleplayer', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",370360
6114,"['appid', 'rpg', 'adventure', 'action', 'pixel_graphics', '2d', 'horror', 'heist', 'great_soundtrack', 'funny']",370390
6115,"['appid', 'adventure', 'horror', 'psychological_horror', 'atmospheric', 'first_person', 'dinosaurs', 'heist', 'great_soundtrack', 'funny']",370440
6116,"['appid', 'action', 'e_sports', 'competitive', 'singleplayer', 'trading', 'dark_fantasy', 'heist', 'great_soundtrack', 'funny']",370460
6117,"['appid', 'co_op', 'great_soundtrack', 'action', 'pixel_graphics', 'dinosaurs', 'horror', 'heist', 'funny', 'free_to_play']",370480
6118,"['appid', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",370490
